@relation abalone

@attribute Sex {M,F,I}
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.37,0.275,0.1,0.2815,0.1505,5
I,0.375,0.29,0.095,0.213,0.096,5
I,0.34,0.25,0.075,0.1785,0.0665,5
I,0.235,0.175,0.08,0.0645,0.0215,5
I,0.315,0.23,0.08,0.1375,0.0545,5
I,0.3,0.23,0.075,0.15,0.0605,5
I,0.28,0.215,0.08,0.132,0.072,5
I,0.3,0.225,0.075,0.1345,0.057,5
I,0.28,0.22,0.08,0.1315,0.066,5
I,0.24,0.17,0.05,0.0545,0.0205,5
I,0.235,0.175,0.04,0.0705,0.0335,5
I,0.23,0.175,0.065,0.0645,0.026,5
I,0.4,0.29,0.1,0.2675,0.1205,5
I,0.32,0.24,0.09,0.1575,0.07,5
I,0.35,0.265,0.095,0.199,0.073,5
I,0.205,0.15,0.055,0.042,0.0255,5
F,0.37,0.275,0.085,0.2405,0.104,5
I,0.235,0.13,0.075,0.1585,0.0685,5
I,0.175,0.125,0.05,0.0235,0.008,5
I,0.345,0.255,0.085,0.2005,0.105,5
I,0.295,0.22,0.085,0.1285,0.0585,5
I,0.32,0.235,0.065,0.1385,0.058,5
I,0.32,0.205,0.08,0.181,0.088,5
I,0.42,0.32,0.115,0.376,0.169,5
I,0.235,0.16,0.04,0.048,0.0185,5
I,0.29,0.21,0.06,0.1045,0.0415,5
I,0.34,0.265,0.08,0.2015,0.09,5
I,0.255,0.19,0.075,0.0865,0.0345,5
I,0.375,0.265,0.095,0.196,0.085,5
I,0.25,0.18,0.065,0.0685,0.0245,5
I,0.28,0.21,0.085,0.1075,0.0415,5
I,0.245,0.175,0.055,0.0785,0.04,5
I,0.22,0.165,0.055,0.0545,0.0215,5
I,0.21,0.17,0.045,0.0475,0.019,5
I,0.25,0.18,0.06,0.073,0.028,5
I,0.41,0.32,0.095,0.2905,0.141,5
I,0.27,0.195,0.06,0.073,0.0285,5
I,0.23,0.17,0.05,0.057,0.026,5
I,0.395,0.27,0.1,0.2985,0.1445,5
F,0.275,0.195,0.07,0.08,0.031,5
I,0.325,0.25,0.055,0.166,0.076,5
I,0.35,0.26,0.075,0.18,0.09,5
I,0.385,0.28,0.09,0.228,0.1025,5
I,0.37,0.28,0.085,0.198,0.0805,5
M,0.155,0.115,0.025,0.024,0.009,5
I,0.16,0.12,0.035,0.021,0.0075,5
I,0.335,0.255,0.08,0.168,0.079,5
I,0.215,0.15,0.03,0.0385,0.0115,5
I,0.2,0.145,0.025,0.0345,0.011,5
I,0.275,0.2,0.065,0.092,0.0385,5
M,0.275,0.2,0.08,0.099,0.037,5
M,0.2,0.14,0.055,0.035,0.0145,5
M,0.28,0.21,0.065,0.0905,0.035,5
I,0.285,0.205,0.07,0.106,0.039,5
I,0.3,0.22,0.065,0.1235,0.059,5
M,0.28,0.205,0.1,0.1165,0.0545,5
I,0.36,0.26,0.08,0.1795,0.074,5
I,0.28,0.12,0.075,0.117,0.0455,4
I,0.245,0.195,0.06,0.095,0.0445,4
I,0.245,0.19,0.06,0.086,0.042,4
I,0.2,0.15,0.04,0.046,0.021,4
I,0.225,0.17,0.05,0.0515,0.019,4
I,0.2,0.155,0.04,0.0435,0.0155,4
I,0.185,0.13,0.045,0.029,0.012,4
I,0.165,0.115,0.015,0.0145,0.0055,4
I,0.14,0.105,0.035,0.0145,0.005,4
M,0.195,0.145,0.05,0.032,0.01,4
I,0.27,0.205,0.075,0.118,0.059,4
I,0.275,0.2,0.055,0.0925,0.038,4
I,0.24,0.18,0.055,0.0555,0.0235,4
I,0.25,0.175,0.06,0.0635,0.0275,4
I,0.21,0.15,0.045,0.04,0.0135,4
I,0.225,0.16,0.045,0.0465,0.025,4
I,0.25,0.18,0.065,0.0805,0.0345,4
I,0.2,0.145,0.06,0.037,0.0125,4
I,0.245,0.205,0.06,0.0765,0.034,4
I,0.36,0.27,0.085,0.196,0.0875,4
I,0.16,0.12,0.02,0.018,0.0075,4
I,0.21,0.15,0.055,0.0455,0.02,4
I,0.245,0.18,0.065,0.071,0.03,4
I,0.19,0.145,0.04,0.038,0.0165,4
I,0.225,0.17,0.07,0.0565,0.024,4
I,0.255,0.18,0.055,0.083,0.031,4
I,0.315,0.235,0.075,0.1285,0.051,4
M,0.165,0.125,0.04,0.0245,0.0095,4
I,0.255,0.195,0.055,0.0725,0.0285,4
I,0.275,0.195,0.07,0.0875,0.0345,4
I,0.165,0.11,0.02,0.019,0.0065,4
I,0.155,0.105,0.05,0.0175,0.005,4
I,0.175,0.125,0.04,0.028,0.0095,4
I,0.13,0.095,0.035,0.0105,0.005,4
I,0.16,0.11,0.025,0.0195,0.0075,4
I,0.3,0.215,0.05,0.1185,0.048,4
I,0.195,0.135,0.04,0.0325,0.0135,4
M,0.245,0.18,0.065,0.0635,0.0245,4
I,0.185,0.135,0.045,0.032,0.011,4
I,0.26,0.205,0.07,0.097,0.0415,4
I,0.23,0.165,0.06,0.0515,0.019,4
I,0.18,0.125,0.035,0.0265,0.0095,4
M,0.175,0.125,0.04,0.024,0.0095,4
M,0.325,0.23,0.09,0.147,0.06,4
I,0.3,0.235,0.08,0.131,0.05,4
I,0.21,0.15,0.05,0.042,0.0175,4
M,0.235,0.16,0.06,0.0545,0.0265,4
I,0.24,0.185,0.06,0.0655,0.0295,4
I,0.22,0.16,0.05,0.049,0.0215,4
I,0.2,0.145,0.05,0.036,0.0125,4
I,0.17,0.13,0.095,0.03,0.013,4
I,0.17,0.105,0.035,0.034,0.012,4
I,0.375,0.28,0.08,0.2235,0.115,6
I,0.295,0.22,0.07,0.126,0.0515,6
I,0.375,0.28,0.08,0.226,0.105,6
I,0.235,0.175,0.065,0.0615,0.0205,6
I,0.255,0.185,0.07,0.075,0.028,6
I,0.33,0.265,0.085,0.196,0.0775,6
F,0.46,0.35,0.115,0.46,0.2025,6
I,0.35,0.25,0.07,0.1605,0.0715,6
I,0.28,0.21,0.065,0.111,0.0425,6
I,0.405,0.285,0.09,0.2645,0.1265,6
M,0.35,0.265,0.09,0.2265,0.0995,6
I,0.425,0.34,0.105,0.389,0.2015,6
I,0.345,0.275,0.095,0.1995,0.0755,6
I,0.42,0.315,0.1,0.3435,0.157,6
I,0.335,0.245,0.09,0.1665,0.0595,6
I,0.235,0.175,0.055,0.067,0.027,6
I,0.275,0.195,0.09,0.1125,0.0545,6
F,0.51,0.4,0.125,0.545,0.261,6
M,0.26,0.19,0.075,0.0945,0.0445,6
I,0.385,0.29,0.095,0.312,0.143,6
I,0.31,0.225,0.075,0.155,0.065,6
I,0.4,0.315,0.085,0.2675,0.116,6
I,0.375,0.275,0.095,0.2465,0.11,6
I,0.415,0.31,0.105,0.3595,0.167,6
I,0.315,0.23,0.07,0.164,0.0625,6
I,0.425,0.34,0.1,0.382,0.164,6
I,0.265,0.195,0.06,0.092,0.0345,6
I,0.24,0.185,0.07,0.0715,0.026,6
I,0.44,0.345,0.13,0.4495,0.209,6
F,0.465,0.35,0.125,0.482,0.23,6
M,0.36,0.27,0.09,0.2225,0.083,6
I,0.38,0.275,0.095,0.2505,0.0945,6
I,0.35,0.265,0.085,0.1735,0.0775,6
I,0.33,0.24,0.075,0.163,0.0745,6
I,0.355,0.265,0.085,0.2435,0.122,6
I,0.4,0.3,0.115,0.318,0.1335,6
I,0.425,0.33,0.115,0.3265,0.1315,6
I,0.375,0.275,0.1,0.2325,0.1165,6
M,0.32,0.24,0.08,0.18,0.08,6
I,0.32,0.24,0.085,0.131,0.0615,6
I,0.235,0.17,0.065,0.0625,0.023,6
I,0.33,0.265,0.09,0.18,0.068,6
I,0.255,0.19,0.05,0.083,0.0295,6
I,0.365,0.27,0.105,0.2155,0.0915,6
M,0.27,0.2,0.08,0.1205,0.0465,6
I,0.46,0.37,0.12,0.5335,0.2645,6
I,0.26,0.2,0.07,0.092,0.037,6
I,0.44,0.33,0.135,0.4095,0.163,6
I,0.325,0.225,0.075,0.139,0.0565,6
I,0.29,0.21,0.065,0.097,0.0375,6
I,0.375,0.29,0.095,0.2875,0.123,6
I,0.48,0.35,0.105,0.635,0.352,6
M,0.5,0.39,0.125,0.5215,0.2485,6
I,0.44,0.325,0.1,0.4165,0.185,6
I,0.32,0.215,0.095,0.305,0.14,6
I,0.34,0.255,0.075,0.18,0.0745,6
I,0.28,0.215,0.07,0.124,0.063,6
I,0.375,0.285,0.09,0.2545,0.119,6
I,0.37,0.28,0.1,0.221,0.1165,6
I,0.415,0.31,0.1,0.2805,0.114,6
I,0.475,0.35,0.11,0.4565,0.206,6
I,0.41,0.305,0.095,0.2625,0.1,6
F,0.515,0.375,0.11,0.6065,0.3005,6
I,0.275,0.22,0.08,0.1365,0.0565,6
I,0.4,0.32,0.095,0.348,0.194,6
I,0.415,0.315,0.09,0.3625,0.175,6
I,0.45,0.35,0.125,0.4775,0.2235,6
M,0.26,0.2,0.065,0.096,0.044,6
I,0.47,0.38,0.125,0.4845,0.211,6
F,0.595,0.475,0.16,1.1405,0.547,6
M,0.385,0.3,0.115,0.3435,0.1645,6
I,0.275,0.2,0.07,0.096,0.037,6
I,0.215,0.17,0.055,0.0605,0.0205,6
I,0.31,0.235,0.07,0.151,0.063,6
I,0.365,0.27,0.075,0.2215,0.095,6
I,0.42,0.31,0.095,0.279,0.1255,6
I,0.335,0.25,0.08,0.167,0.0675,6
I,0.375,0.275,0.09,0.218,0.093,6
I,0.32,0.24,0.07,0.133,0.0585,6
I,0.295,0.215,0.07,0.121,0.047,6
M,0.485,0.37,0.13,0.526,0.2485,6
M,0.415,0.305,0.1,0.325,0.156,6
I,0.45,0.33,0.1,0.411,0.1945,6
I,0.34,0.26,0.08,0.2,0.08,6
I,0.435,0.325,0.1,0.342,0.1335,6
I,0.415,0.315,0.105,0.33,0.1405,6
I,0.315,0.23,0,0.134,0.0575,6
I,0.37,0.27,0.095,0.232,0.1325,6
I,0.37,0.275,0.08,0.2325,0.093,6
M,0.27,0.195,0.08,0.1,0.0385,6
I,0.315,0.235,0.075,0.1485,0.0585,6
I,0.31,0.235,0.09,0.127,0.048,6
I,0.45,0.33,0.11,0.3685,0.16,6
I,0.405,0.3,0.09,0.269,0.103,6
I,0.415,0.33,0.09,0.3595,0.17,6
M,0.355,0.26,0.085,0.1905,0.081,6
I,0.285,0.215,0.07,0.1075,0.051,6
I,0.35,0.27,0.075,0.215,0.1,6
M,0.3,0.24,0.09,0.161,0.0725,6
I,0.42,0.305,0.09,0.328,0.168,6
I,0.405,0.31,0.065,0.3205,0.1575,6
I,0.37,0.28,0.085,0.217,0.1095,6
I,0.395,0.29,0.095,0.304,0.127,6
I,0.37,0.27,0.095,0.2175,0.097,6
I,0.335,0.25,0.08,0.183,0.0735,6
M,0.37,0.265,0.075,0.214,0.09,6
I,0.38,0.3,0.09,0.277,0.1655,6
M,0.48,0.385,0.145,0.64,0.2925,6
I,0.37,0.28,0.09,0.2565,0.1255,6
I,0.39,0.3,0.1,0.3085,0.1385,6
M,0.31,0.22,0.085,0.146,0.061,6
I,0.425,0.325,0.1,0.398,0.1185,6
I,0.325,0.24,0.075,0.152,0.065,6
I,0.425,0.315,0.1,0.377,0.1645,6
I,0.33,0.23,0.085,0.1695,0.079,6
M,0.36,0.27,0.1,0.217,0.0885,6
I,0.455,0.335,0.105,0.422,0.229,6
I,0.36,0.27,0.09,0.2075,0.098,6
I,0.4,0.31,0.1,0.306,0.13,6
I,0.275,0.205,0.08,0.096,0.036,6
I,0.455,0.375,0.12,0.497,0.2355,6
I,0.325,0.25,0.075,0.1585,0.075,6
I,0.41,0.325,0.1,0.3245,0.132,6
I,0.295,0.215,0.085,0.128,0.049,6
I,0.365,0.27,0.085,0.1875,0.081,6
I,0.43,0.325,0.105,0.309,0.119,6
I,0.36,0.27,0.085,0.2185,0.1065,6
I,0.3,0.23,0.075,0.127,0.052,6
I,0.32,0.235,0.08,0.1485,0.064,6
I,0.55,0.45,0.13,0.804,0.3375,6
I,0.375,0.28,0.09,0.215,0.084,6
M,0.45,0.335,0.125,0.4475,0.2165,6
I,0.335,0.25,0.08,0.1695,0.0695,6
M,0.335,0.235,0.085,0.1545,0.066,6
I,0.375,0.28,0.08,0.2345,0.1125,6
F,0.66,0.475,0.18,1.3695,0.641,6
F,0.335,0.22,0.07,0.17,0.076,6
I,0.29,0.21,0.06,0.1195,0.056,6
F,0.29,0.21,0.075,0.275,0.113,6
I,0.485,0.38,0.12,0.4725,0.2075,6
I,0.205,0.14,0.05,0.046,0.0165,6
M,0.495,0.375,0.115,0.6245,0.282,6
I,0.375,0.275,0.09,0.238,0.1075,6
I,0.58,0.435,0.15,0.8915,0.363,6
I,0.435,0.33,0.095,0.393,0.219,6
I,0.315,0.235,0.055,0.151,0.065,6
M,0.48,0.375,0.115,0.6765,0.3205,6
I,0.325,0.27,0.1,0.185,0.08,6
I,0.295,0.22,0.065,0.1295,0.052,6
I,0.375,0.245,0.1,0.394,0.166,6
I,0.385,0.28,0.125,0.244,0.102,6
I,0.375,0.26,0.08,0.2075,0.09,6
I,0.38,0.29,0.1,0.237,0.108,6
I,0.35,0.265,0.08,0.192,0.081,6
I,0.425,0.31,0.105,0.365,0.159,6
I,0.405,0.3,0.09,0.2885,0.138,6
I,0.4,0.29,0.11,0.329,0.188,6
I,0.375,0.29,0.1,0.219,0.0925,6
M,0.495,0.4,0.155,0.8085,0.2345,6
I,0.325,0.245,0.07,0.161,0.0755,6
I,0.36,0.27,0.09,0.219,0.097,6
I,0.31,0.225,0.05,0.1445,0.0675,6
I,0.345,0.255,0.095,0.183,0.075,6
I,0.415,0.31,0.095,0.34,0.181,6
I,0.45,0.34,0.12,0.4925,0.241,6
I,0.405,0.3,0.105,0.304,0.1455,6
I,0.38,0.275,0.11,0.256,0.11,6
I,0.44,0.35,0.11,0.3805,0.1575,6
I,0.255,0.185,0.06,0.0925,0.039,6
I,0.17,0.125,0.055,0.0235,0.009,6
I,0.385,0.265,0.08,0.251,0.124,6
I,0.435,0.33,0.11,0.413,0.2055,6
I,0.34,0.26,0.085,0.1885,0.0815,6
I,0.335,0.26,0.085,0.192,0.097,6
I,0.34,0.26,0.09,0.179,0.076,6
F,0.475,0.36,0.12,0.5915,0.3245,6
I,0.34,0.245,0.085,0.2015,0.1005,6
I,0.185,0.375,0.12,0.4645,0.196,6
I,0.345,0.255,0.095,0.1945,0.0925,6
I,0.385,0.29,0.1,0.2575,0.1,6
I,0.37,0.275,0.085,0.2045,0.096,6
I,0.37,0.29,0.08,0.2545,0.108,6
I,0.465,0.345,0.105,0.4015,0.242,6
F,0.53,0.42,0.17,0.828,0.41,6
I,0.38,0.285,0.085,0.237,0.115,6
I,0.4,0.3,0.11,0.2985,0.1375,6
M,0.335,0.26,0.075,0.22,0.0855,6
I,0.43,0.34,0.105,0.4405,0.2385,6
I,0.3,0.23,0.085,0.117,0.05,6
I,0.35,0.27,0.09,0.2055,0.075,6
I,0.355,0.27,0.075,0.1775,0.079,6
F,0.445,0.335,0.11,0.4355,0.2025,6
M,0.33,0.215,0.075,0.1145,0.045,6
I,0.38,0.275,0.095,0.2425,0.106,6
I,0.37,0.275,0.095,0.257,0.1015,6
I,0.28,0.205,0.07,0.1015,0.041,6
I,0.33,0.255,0.095,0.172,0.066,6
I,0.37,0.275,0.14,0.2215,0.097,6
F,0.345,0.25,0.09,0.203,0.078,6
I,0.43,0.33,0.1,0.449,0.254,6
I,0.3,0.23,0.095,0.1385,0.056,6
I,0.36,0.265,0.085,0.1895,0.0725,6
I,0.44,0.34,0.12,0.4995,0.2965,6
I,0.47,0.35,0.125,0.4315,0.19,6
I,0.28,0.21,0.075,0.1195,0.053,6
I,0.41,0.31,0.09,0.3335,0.1635,6
I,0.47,0.355,0.12,0.3685,0.126,6
F,0.34,0.255,0.085,0.204,0.097,6
I,0.435,0.325,0.11,0.367,0.1595,6
I,0.385,0.285,0.09,0.248,0.0935,6
F,0.385,0.3,0.1,0.2725,0.1115,6
I,0.37,0.29,0.095,0.249,0.1045,6
M,0.5,0.39,0.135,0.6595,0.3145,6
F,0.585,0.45,0.125,0.874,0.3545,6
I,0.25,0.19,0.06,0.0765,0.036,6
I,0.35,0.25,0.075,0.1695,0.0835,6
I,0.36,0.265,0.075,0.1785,0.0785,6
I,0.31,0.23,0.07,0.1245,0.0505,6
F,0.47,0.36,0.11,0.4965,0.237,6
I,0.305,0.23,0.075,0.1455,0.0595,6
I,0.275,0.205,0.075,0.1105,0.045,6
I,0.365,0.27,0.09,0.2155,0.1005,6
I,0.34,0.25,0.09,0.179,0.0775,6
I,0.32,0.225,0.085,0.1415,0.0675,6
I,0.42,0.32,0.11,0.309,0.115,6
I,0.275,0.195,0.065,0.106,0.054,6
I,0.44,0.345,0.115,0.545,0.269,6
M,0.38,0.27,0.095,0.219,0.0835,6
I,0.255,0.195,0.07,0.0735,0.0255,6
I,0.33,0.245,0.065,0.1445,0.058,6
I,0.19,0.13,0.03,0.0295,0.0155,6
I,0.27,0.205,0.05,0.084,0.03,6
M,0.53,0.41,0.14,0.681,0.3095,6
F,0.67,0.535,0.185,1.597,0.6275,21
M,0.67,0.55,0.17,1.247,0.472,21
M,0.595,0.475,0.16,1.3175,0.408,21
F,0.625,0.42,0.165,1.0595,0.358,21
F,0.665,0.5,0.175,1.742,0.595,21
M,0.675,0.555,0.2,1.4385,0.545,21
M,0.735,0.59,0.225,1.756,0.637,21
I,0.53,0.415,0.145,0.944,0.3845,21
F,0.63,0.485,0.19,1.2435,0.4635,21
F,0.49,0.365,0.13,0.6835,0.165,21
F,0.56,0.455,0.125,0.943,0.344,21
M,0.64,0.51,0.175,1.368,0.515,21
M,0.64,0.52,0.2,1.407,0.566,17
I,0.635,0.505,0.19,1.3315,0.5805,17
F,0.615,0.5,0.165,1.1765,0.488,17
M,0.58,0.465,0.175,1.035,0.401,17
I,0.535,0.42,0.145,0.926,0.398,17
M,0.62,0.495,0.175,1.806,0.643,17
M,0.575,0.435,0.15,0.805,0.293,17
M,0.585,0.465,0.19,1.171,0.3905,17
F,0.665,0.555,0.195,1.4385,0.581,17
F,0.505,0.41,0.15,0.6345,0.243,17
F,0.5,0.38,0.155,0.655,0.2405,17
I,0.54,0.435,0.145,0.97,0.4285,17
F,0.635,0.505,0.185,1.3035,0.501,17
M,0.585,0.455,0.125,1.027,0.391,17
F,0.53,0.43,0.17,0.775,0.35,17
F,0.495,0.4,0.155,0.6445,0.242,17
F,0.63,0.48,0.175,1.3675,0.5015,17
F,0.72,0.56,0.175,1.7265,0.637,17
F,0.58,0.455,0.16,0.9215,0.312,17
M,0.565,0.45,0.115,0.9085,0.398,17
F,0.54,0.44,0.135,0.959,0.2385,17
M,0.745,0.585,0.215,2.499,0.9265,17
M,0.515,0.405,0.14,0.8505,0.312,17
I,0.59,0.465,0.195,1.0885,0.3685,17
F,0.66,0.52,0.2,1.676,0.673,17
M,0.655,0.58,0.205,2.0805,0.959,17
M,0.665,0.54,0.175,1.347,0.4955,17
F,0.53,0.42,0.13,1.001,0.34,17
M,0.63,0.51,0.23,1.539,0.5635,17
F,0.715,0.565,0.24,2.1995,0.7245,17
F,0.57,0.44,0.14,0.9535,0.3785,17
M,0.73,0.595,0.23,2.8255,1.1465,17
F,0.49,0.36,0.11,0.5005,0.161,17
M,0.575,0.4,0.155,0.9325,0.3605,17
F,0.665,0.535,0.19,1.496,0.5775,17
M,0.645,0.5,0.19,1.229,0.524,17
F,0.68,0.55,0.21,1.7445,0.5975,17
F,0.5,0.385,0.105,0.498,0.1795,17
M,0.655,0.485,0.195,1.62,0.6275,17
F,0.62,0.485,0.22,1.511,0.5095,17
I,0.65,0.515,0.16,1.1625,0.495,17
F,0.555,0.435,0.165,0.97,0.336,17
M,0.565,0.47,0.195,1.142,0.387,17
M,0.595,0.475,0.17,1.0965,0.419,17
M,0.53,0.415,0.175,0.7395,0.261,17
M,0.595,0.48,0.165,1.262,0.4835,17
F,0.52,0.405,0.14,0.8175,0.2795,17
F,0.69,0.56,0.215,1.719,0.68,17
F,0.71,0.565,0.195,1.7265,0.638,17
M,0.775,0.57,0.22,2.032,0.735,17
I,0.55,0.44,0.165,0.8605,0.312,17
F,0.53,0.425,0.17,0.949,0.3485,17
I,0.61,0.46,0.17,1.278,0.41,17
M,0.625,0.505,0.215,1.4455,0.496,22
M,0.545,0.42,0.14,0.7505,0.2475,22
M,0.655,0.54,0.215,1.844,0.7425,22
F,0.52,0.395,0.18,0.64,0.158,22
F,0.585,0.45,0.17,0.8685,0.3325,22
I,0.075,0.055,0.01,0.002,0.001,1
M,0.21,0.15,0.05,0.0385,0.0155,3
I,0.165,0.12,0.05,0.021,0.0075,3
I,0.13,0.1,0.03,0.013,0.0045,3
M,0.155,0.11,0.04,0.0155,0.0065,3
I,0.205,0.155,0.045,0.0495,0.0235,3
I,0.14,0.105,0.035,0.014,0.0055,3
I,0.215,0.15,0.055,0.041,0.015,3
I,0.195,0.15,0.045,0.0375,0.018,3
M,0.18,0.125,0.05,0.023,0.0085,3
I,0.165,0.12,0.03,0.0215,0.007,3
I,0.11,0.09,0.03,0.008,0.0025,3
I,0.18,0.13,0.045,0.0275,0.0125,3
I,0.16,0.11,0.025,0.018,0.0065,3
M,0.6,0.495,0.195,1.0575,0.384,26
F,0.62,0.47,0.2,1.2255,0.381,23
M,0.61,0.49,0.15,1.103,0.425,23
F,0.8,0.63,0.195,2.526,0.933,23
M,0.515,0.4,0.16,0.8175,0.2515,23
F,0.62,0.52,0.225,1.1835,0.378,23
F,0.45,0.38,0.165,0.8165,0.25,23
F,0.49,0.385,0.15,0.7865,0.241,23
M,0.63,0.485,0.175,1.3,0.4335,23
F,0.7,0.585,0.185,1.8075,0.7055,29
I,0.15,0.1,0.025,0.015,0.0045,2
M,0.665,0.535,0.225,2.1835,0.7535,27
F,0.55,0.465,0.18,1.2125,0.3245,27
F,0.645,0.49,0.215,1.406,0.4265,25
F,0.7,0.54,0.215,1.978,0.6675,24
M,0.69,0.54,0.185,1.6195,0.533,24
